Internal Entity UUID,Entity Type,Original Platform ID,Short Representation,URL,Link Text (Mask),Link href Text,Link href URL,Link Type,Documentation Source,Resource Type,Resource Availability,Unavailability Reason,Bytes,Words,Tags
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","[Mining Forbidden] (pdf)","https://www.researchgate.net/publication/333748317_Detecting_Architectural_Erosion_using_Runtime_Verification/download","https://www.researchgate.net/publication/333748317_Detecting_Architectural_Erosion_using_Runtime_Verification/download","Link","www.researchgate.net","Website Subsection","False","Mining Forbidden",,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","Architecture Description","/docs/architecture.md","https://github.com/prmr/JetUML/blob/master/docs/architecture.md","RelativeDocumentLink","github.com","MarkDown","True","",193224,33469,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","Contributing Guidelines","docs/CONTRIBUTING.md","https://github.com/prmr/JetUML/blob/master/docs/CONTRIBUTING.md","RelativeDocumentLink","github.com","MarkDown","True","",196576,34193,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","Guide for JetUML Developers","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","RelativeDocumentLink","github.com","MarkDown","True","",209992,36608,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","installation guide","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","RelativeDocumentLink","github.com","MarkDown","True","",194759,33741,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","Installation Guide","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","RelativeDocumentLink","github.com","MarkDown","True","",194759,33741,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","JetUML File Format","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","RelativeDocumentLink","github.com","MarkDown","True","",207387,35518,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","","https://gitHub.com/prmr/JetUML/releases/","https://gitHub.com/prmr/JetUML/releases/","GitHubReleaseLink (sr)","gitHub.com","GitHub Resource","True","",332536,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","latest release","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","(pdf)","https://people.cs.umass.edu/~brun/pubs/pubs/Wang17icst.pdf","https://people.cs.umass.edu/~brun/pubs/pubs/Wang17icst.pdf","Link","people.cs.umass.edu","PDF","True","",520767,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","(pdf)","https://www.cs.mcgill.ca/~martin/papers/fse2016.pdf","https://www.cs.mcgill.ca/~martin/papers/fse2016.pdf","Link","www.cs.mcgill.ca","PDF","True","",172996,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","(pdf)","https://www.cs.mcgill.ca/~martin/papers/software2019.pdf","https://www.cs.mcgill.ca/~martin/papers/software2019.pdf","Link","www.cs.mcgill.ca","PDF","True","",208439,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","[Connection Error] ","https://www.gnu.org/licenses/gpl-3.0","https://www.gnu.org/licenses/gpl-3.0","Link","www.gnu.org","Unknown","False","Connection Error",,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","[Connection Error] GNU General Public License v3","https://www.gnu.org/licenses/gpl.html","https://www.gnu.org/licenses/gpl.html","Link","www.gnu.org","HTML","False","Connection Error",,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","(pdf)","https://www.inf.usi.ch/lanza/Downloads/Pfah2020a.pdf","https://www.inf.usi.ch/lanza/Downloads/Pfah2020a.pdf","Link","www.inf.usi.ch","PDF","True","",3483769,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","User Guide","https://www.jetuml.org/docs/user-guide-topics.html","https://www.jetuml.org/docs/user-guide-topics.html","Link","www.jetuml.org","HTML","True","",19020,2864,223
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","[Mining Forbidden] (pdf)","https://www.researchgate.net/publication/333748317_Detecting_Architectural_Erosion_using_Runtime_Verification/download","https://www.researchgate.net/publication/333748317_Detecting_Architectural_Erosion_using_Runtime_Verification/download","Link","www.researchgate.net","Website Subsection","False","Mining Forbidden",,,
f1a7c379-ee71-4fc3-88ac-691957a5100b,TextFile,"prmr/JetUML/README.md","README.md","https://github.com/prmr/JetUML/blob/master/README.md","[Not fetchable] writing an endorsement","mailto:jetuml@cs.mcgill.ca","mailto:jetuml@cs.mcgill.ca","MailToLink","jetuml@cs.mcgill.ca","E-mail Address","False","Not fetchable",,,
d170c846-3abd-436f-af52-7c40e492fef9,Issue,"MDU6SXNzdWUyMDQzMzE0MjY=","'<' Sign Display Problem in Diagram Edges","https://github.com/prmr/JetUML/issues/190",,,,,,,,,,,
3dab2185-603f-4255-b171-5d66da9aedec,Issue,"MDU6SXNzdWU4MTU4OTgxNjE=","Actor node labels not centered in Use Case Diagram","https://github.com/prmr/JetUML/issues/419",,,,,,,,,,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@JoelChev","https://github.com/JoelChev","https://github.com/JoelChev","UserAtMentionLink","github.com","User Profile","True","",185635,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","#17","https://github.com/prmr/JetUML/issues/17","https://github.com/prmr/JetUML/issues/17","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",253130,,
0f79842d-c619-4c23-a2dc-060995c32d6f,Issue,"MDU6SXNzdWU1Mzk2NzI3Ng==","Add a diagram type fragment to file extensions","https://github.com/prmr/JetUML/issues/15","#26","https://github.com/prmr/JetUML/issues/26","https://github.com/prmr/JetUML/issues/26","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",253836,,
c54a5975-2200-42ac-a7a3-de2364ed3402,Issue,"MDU6SXNzdWU2MzA0NjUxNQ==","Add a taskbar icon","https://github.com/prmr/JetUML/issues/57","[Mining Forbidden] http://stackoverflow.com/questions/209812/how-do-i-change-the-default-application-icon-in-java","http://stackoverflow.com/questions/209812/how-do-i-change-the-default-application-icon-in-java","http://stackoverflow.com/questions/209812/how-do-i-change-the-default-application-icon-in-java","SOQuestionLink","stackoverflow.com","Stack Overflow Q&A","False","Mining Forbidden",,,
c54a5975-2200-42ac-a7a3-de2364ed3402,Issue,"MDU6SXNzdWU2MzA0NjUxNQ==","Add a taskbar icon","https://github.com/prmr/JetUML/issues/57","#56","https://github.com/prmr/JetUML/issues/56","https://github.com/prmr/JetUML/issues/56","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",255234,,
f8337a8f-a0bd-4f5e-b0d2-be3e48eea7c0,Issue,"MDU6SXNzdWU1NjkwNDU4Mjg=","Add badges to readme","https://github.com/prmr/JetUML/issues/339",,,,,,,,,,,
e36bb990-acc5-4385-a820-e4d089743b9b,Issue,"I_kwDOAblrlc5mR5gT","Add categorization to the reporting of deserialization problems","https://github.com/prmr/JetUML/issues/499",,,,,,,,,,,
6a556836-97bf-4bed-88b3-c4524172447b,Issue,"MDU6SXNzdWUxNDMyNjU2Mzg=","Add clone feature","https://github.com/prmr/JetUML/issues/150",,,,,,,,,,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@JoelChev","https://github.com/JoelChev","https://github.com/JoelChev","UserAtMentionLink","github.com","User Profile","True","",185635,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","#12","https://github.com/prmr/JetUML/issues/12","https://github.com/prmr/JetUML/issues/12","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",263282,,
1d5f62b3-788f-468a-9990-a126de31468e,Issue,"MDU6SXNzdWU1Mzk2NzA3OQ==","Add copy-and-paste feature","https://github.com/prmr/JetUML/issues/12","#13","https://github.com/prmr/JetUML/issues/13","https://github.com/prmr/JetUML/issues/13","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",257618,,
c0f75749-c289-44a8-b020-08006db08015,Issue,"I_kwDOAblrlc57qkhb","Add Dialog to Set Notification Time","https://github.com/prmr/JetUML/issues/520",,,,,,,,,,,
63cae2bb-a7cd-4d77-bee5-19b32cb0ffcc,Issue,"MDU6SXNzdWU2NTc1NTA4Nw==","Add edge list into nodes","https://github.com/prmr/JetUML/issues/62","@EJBQ","https://github.com/EJBQ","https://github.com/EJBQ","UserAtMentionLink","github.com","User Profile","True","",183107,,
c45dc694-7a3c-4dec-bf39-d9fa37dceea3,Issue,"MDU6SXNzdWU1NTU2MjQ5NA==","Add icons to menus","https://github.com/prmr/JetUML/issues/34",,,,,,,,,,,
c9ae6675-1e10-4f50-b208-3ab15bc1bf22,Issue,"MDU6SXNzdWU0NzA3ODcxMzQ=","Add installation instructions for Java 11+","https://github.com/prmr/JetUML/issues/310",,,,,,,,,,,
041d8f37-376c-4f00-a0ca-919e489cfde4,Issue,"I_kwDOAblrlc5VwBtI","Add JetUML into Winget repository","https://github.com/prmr/JetUML/issues/479",,,,,,,,,,,
80f31e7d-1e2d-4387-8b00-2df9c3caf900,Issue,"MDU6SXNzdWU1NDI4NjQ0Nw==","Add labels to insert-able elements (not hover-over)","https://github.com/prmr/JetUML/issues/22","#21","https://github.com/prmr/JetUML/issues/21","https://github.com/prmr/JetUML/issues/21","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",252163,,
25ef4fb8-bf2e-4510-bfca-87bb9638c9a5,Issue,"I_kwDOAblrlc5CBHCV","Add macOS (Apple Silicon) release?","https://github.com/prmr/JetUML/issues/454",,,,,,,,,,,
d60d5fb9-92b7-4a85-93d7-ac95c4847d91,Issue,"I_kwDOAblrlc5B-Ypu","Add option to export high-resolution images","https://github.com/prmr/JetUML/issues/453",,,,,,,,,,,
c754f66a-8a7b-42eb-80f0-dd3525f04a90,Issue,"MDU6SXNzdWUzMDg3ODkxMDE=","Add Scrollbars in JavaFX UI","https://github.com/prmr/JetUML/issues/238","@kkutschera","https://github.com/kkutschera","https://github.com/kkutschera","UserAtMentionLink","github.com","User Profile","True","",187584,,
c754f66a-8a7b-42eb-80f0-dd3525f04a90,Issue,"MDU6SXNzdWUzMDg3ODkxMDE=","Add Scrollbars in JavaFX UI","https://github.com/prmr/JetUML/issues/238","e41a80f","https://github.com/prmr/JetUML/commit/e41a80f55ea37b209d147cc24e280c0682c0693b","https://github.com/prmr/JetUML/commit/e41a80f55ea37b209d147cc24e280c0682c0693b","GitHubCommitLink (sr)","github.com","GitHub Resource","True","",249353,,
c754f66a-8a7b-42eb-80f0-dd3525f04a90,Issue,"MDU6SXNzdWUzMDg3ODkxMDE=","Add Scrollbars in JavaFX UI","https://github.com/prmr/JetUML/issues/238","fec8554","https://github.com/prmr/JetUML/commit/fec8554dbbbf6465cd4755f88f86f72d7708456b","https://github.com/prmr/JetUML/commit/fec8554dbbbf6465cd4755f88f86f72d7708456b","GitHubCommitLink (sr)","github.com","GitHub Resource","True","",260618,,
c754f66a-8a7b-42eb-80f0-dd3525f04a90,Issue,"MDU6SXNzdWUzMDg3ODkxMDE=","Add Scrollbars in JavaFX UI","https://github.com/prmr/JetUML/issues/238","#257","https://github.com/prmr/JetUML/issues/257","https://github.com/prmr/JetUML/issues/257","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",261245,,
c754f66a-8a7b-42eb-80f0-dd3525f04a90,Issue,"MDU6SXNzdWUzMDg3ODkxMDE=","Add Scrollbars in JavaFX UI","https://github.com/prmr/JetUML/issues/238","#237","https://github.com/prmr/JetUML/pull/237","https://github.com/prmr/JetUML/pull/237","GitHubPullRequestLink (sr)","github.com","GitHub Resource","True","",351589,,
34929754-7625-40c4-a985-e1605feb9a0c,Issue,"MDU6SXNzdWUxNDMyNjU0NjY=","Add Select All Feature","https://github.com/prmr/JetUML/issues/149",,,,,,,,,,,
77a6be79-ca08-49d3-9c70-8172f614d481,Issue,"MDU6SXNzdWU1NTA5OTY4OTA=","Add shortcut keys for tools","https://github.com/prmr/JetUML/issues/321",,,,,,,,,,,
a9a4387b-6133-4b7d-af1d-34f83406e3b5,Issue,"MDU6SXNzdWU1NDI4NjM0Nw==","Add support for Activity Diagrams","https://github.com/prmr/JetUML/issues/20",,,,,,,,,,,
60e87cc9-c5fa-44b0-b7c8-2fed9dba1ebf,Issue,"MDU6SXNzdWUzNDcyMTc4MTQ=","Add support for adding constructor calls in sequence diagram","https://github.com/prmr/JetUML/issues/269","#264","https://github.com/prmr/JetUML/issues/264","https://github.com/prmr/JetUML/issues/264","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",265713,,
b0d48cf9-84e9-457b-abf2-464e297143bd,Issue,"MDU6SXNzdWUzNDcyMTc2ODQ=","Add support for inserting previous calls","https://github.com/prmr/JetUML/issues/268",,,,,,,,,,,
a27aeb8b-c65f-4e4b-9f57-16789f3dae5d,Issue,"MDU6SXNzdWU3MDk0NjMyMQ==","Add Support for Multiple State Edges","https://github.com/prmr/JetUML/issues/71","#138","https://github.com/prmr/JetUML/issues/138","https://github.com/prmr/JetUML/issues/138","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",261754,,
914beb89-c94f-48f7-95c7-498a17a7b7a9,Issue,"I_kwDOAblrlc5KatXg","Add to Architectural Documentation","https://github.com/prmr/JetUML/issues/465",,,,,,,,,,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@JoelChev","https://github.com/JoelChev","https://github.com/JoelChev","UserAtMentionLink","github.com","User Profile","True","",185635,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@JoelChev","https://github.com/JoelChev","https://github.com/JoelChev","UserAtMentionLink","github.com","User Profile","True","",185635,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@JoelChev","https://github.com/JoelChev","https://github.com/JoelChev","UserAtMentionLink","github.com","User Profile","True","",185635,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
f90a429a-3291-4685-be1c-ea87901565a9,Issue,"MDU6SXNzdWU1Mzk2NzEwMQ==","Add undo feature","https://github.com/prmr/JetUML/issues/13","@prmr","https://github.com/prmr","https://github.com/prmr","UserAtMentionLink","github.com","User Profile","True","",205397,,
a634d025-f82d-42be-94c9-c675ab78a06f,Issue,"MDU6SXNzdWUxMTkyODkwNzc=","Adding multiple call edges moves call node lower","https://github.com/prmr/JetUML/issues/134",,,,,,,,,,,
2df3de03-4349-42a7-841c-3b1140e99e2c,Issue,"I_kwDOAblrlc5f_AxX","Addition of Inner Class Relationships in Class Diagrams","https://github.com/prmr/JetUML/issues/489",,,,,,,,,,,
1c355807-0d4b-412a-bde4-ec31d1946185,Issue,"MDU6SXNzdWU2Mjc3NzM2Njc=","Additional Edge Constraints","https://github.com/prmr/JetUML/issues/361",,,,,,,,,,,
f81e1b8b-0f87-404d-90ef-cc39c32ca948,Issue,"I_kwDOAblrlc5pJeKn","Additional semantic validation required for sequence diagrams","https://github.com/prmr/JetUML/issues/502",,,,,,,,,,,
9750afcc-193c-413b-97db-2168e20db4c7,Issue,"MDU6SXNzdWUzMzAwNzcxMDM=","Allow the user to set the canvas size","https://github.com/prmr/JetUML/issues/260",,,,,,,,,,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","JDK Bug Report: Fatal error when running JavaFX application on OSX running on Vmware","https://bugs.openjdk.java.net/browse/JDK-8146952","https://bugs.openjdk.java.net/browse/JDK-8146952","Link","bugs.openjdk.java.net","Website Subsection","True","",39141,4648,187
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","this JDK bug","https://bugs.openjdk.java.net/browse/JDK-8211304","https://bugs.openjdk.java.net/browse/JDK-8211304","Link","bugs.openjdk.java.net","Website Subsection","True","",111123,14200,830
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#280","https://github.com/prmr/JetUML/issues/280","https://github.com/prmr/JetUML/issues/280","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",271373,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#300","https://github.com/prmr/JetUML/issues/300","https://github.com/prmr/JetUML/issues/300","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",284576,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#300","https://github.com/prmr/JetUML/issues/300","https://github.com/prmr/JetUML/issues/300","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",284576,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#322","https://github.com/prmr/JetUML/issues/322","https://github.com/prmr/JetUML/issues/322","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",258452,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#322","https://github.com/prmr/JetUML/issues/322","https://github.com/prmr/JetUML/issues/322","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",258452,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#385","https://github.com/prmr/JetUML/issues/385","https://github.com/prmr/JetUML/issues/385","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",265311,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","#385","https://github.com/prmr/JetUML/issues/385","https://github.com/prmr/JetUML/issues/385","GitHubIssueLink (sr) (#)","github.com","GitHub Resource","True","",265311,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","this Stack Overflow answer","https://stackoverflow.com/a/52586569","https://stackoverflow.com/a/52586569","SOAnswerLink","stackoverflow.com","Stack Overflow Q&A","True","",188277,,
27b68d73-eb31-4c34-a3f3-f644a94c78c4,Issue,"MDU6SXNzdWU1NTE1NjI1MDc=","Application crash caused by JavaFX bug","https://github.com/prmr/JetUML/issues/324","[Mining Forbidden] Stack Overflow: Javafx crashes on OSX on JRE 1.8","https://stackoverflow.com/questions/34711128","https://stackoverflow.com/questions/34711128","SOQuestionLink","stackoverflow.com","Stack Overflow Q&A","False","Mining Forbidden",,,
