Id,Number,Title,Author,CreatedAt,UpdatedAt,ClosedAt,Labels,Body
3251482945,770,JSX: `precompile` for `compilerOptions.jsx` is broken,satgo1546,07/22/2025 07:35:17 +00:00,07/23/2025 17:14:13 +00:00,07/23/2025 17:14:13 +00:00,bug,"### Version

3.0.5

### Platform

Arch Linux (WSL 2); should be reproducible on other OSes

### What steps will reproduce the bug?

1. `deno run -A https://lume.land/init.ts` to initialize a new site.
2. Choose **Basic + plugins**, then select **jsx**.
3. Edit `deno.json` to use `precompile` for `compilerOptions.jsx`.

    ```diff
      ""compilerOptions"": {
        ""types"": [
          ""lume/types.ts""
        ],
    -    ""jsx"": ""react-jsx"",
    +    ""jsx"": ""precompile"",
        ""jsxImportSource"": ""lume""
      },
    ```

4. Create a test page (`index.page.tsx`, for example).

    ```tsx
    export default () => <h1>test page</h1>
    ```

5. `deno task lume` and inspect the output.

### How often does it reproduce? Is there a required condition?

Always reproducible in Lume 3.0.5.

### What is the expected behavior?

An HTML page with a heading. This is observed in Lume 3.0.4 and older.

```html
<h1>test page</h1>
```

### What do you see instead?

The `<h1></h1>` tags are escaped, so the browser renders the tags as text.

```html
&lt;h1&gt;test page&lt;/h1&gt;
```

### Additional information

Lume docs do not mention whether precompile is supported. #699 suggests it was supported for `jsx-preact` but not `jsx` (React) in Lume 2.x. The `ssx` package readme mentions that it's ""compatible with the `precompile` option available in Deno"", so I assume `precompile` is supported in Lume 3 as well."
3226632210,769,Favicon plugin: implementing svg exports,Mr-Carrot0,07/13/2025 16:24:57 +00:00,07/13/2025 19:44:56 +00:00,,enhancement,"### Enter your suggestions in details:

Would be nice for eg. pixelart logos. 

Resources:
- [codepen/Shaw (js)](https://codepen.io/shshaw/pen/XbxvNj)
- [meyerweb/px2svg (php)](https://github.com/meyerweb/px2svg)
- [meyerweb/flaming-shame](https://github.com/meyerweb/flaming-shame/)
- [imageData-to-svg (js)](https://github.com/59naga/pixel-to-svg)) "
3210531086,767,Plugin Imports in `_config.ts` throw error with `deno lsp`,alecStewart1,07/07/2025 23:38:27 +00:00,07/08/2025 18:03:08 +00:00,07/08/2025 18:03:08 +00:00,bug,"### Version

3.0.4

### Platform

MacOS

### What steps will reproduce the bug?

After running `deno run -A https://lume.land/init.ts`,  and selecting a few plugins from the prompt, the `_config.ts` will have stuff like:

```typescript
import brotli from ""lume/plugins/brotli.ts"";
import unocss from ""lume/plugins/unocss.ts"";
// etc.
```

However the `deno lsp` in VSCodium will report that it can't resolve those dependencies. If I add the following in my `deno.json` under `""imports""`:

```
""lume/plugins/"": ""https://deno.land/x/lume@v3.0.4/plugins/"",
```

and run `deno cache -r`, there's no more error.

I'm still new to Deno (not to Javascript/Typescript, though), so _maybe_ this is correct?

### How often does it reproduce? Is there a required condition?

You can notice this is in the regular ""Getting Started"" process, so yes. 

### What is the expected behavior?

I would assume the imports for all of the Lume plugins to be correct in `deno.json`.

### What do you see instead?

VSCodium would report there's an error with the plugin imports, that they were not resolvable.

### Additional information

_No response_"
3201620746,766,"Decap cms is showing footer of the page, which obscures input",RickCogley,07/04/2025 07:14:35 +00:00,07/08/2025 10:43:09 +00:00,07/08/2025 10:43:08 +00:00,bug,"### Version

lume fac84cbe0a56780afcc69bc7ea8bc361d06138c3

### Platform

macOS

### What steps will reproduce the bug?

Using decap cms, just edit a document, and for some reason it is showing an overlap of the page's elements - looks like the footer - which obscures the entry of the title field. I tried the latest stable lume but that had the same thing so I upgraded to dev, and no change.



### How often does it reproduce? Is there a required condition?

Consistent

### What is the expected behavior?

No overlap of the page's elements, as before

### What do you see instead?

![Image](https://github.com/user-attachments/assets/2de184bf-541a-4f4d-a93b-3ef2173aeb97)

### Additional information

```
❯ cat deno.lock|grep decap
    ""npm:decap-server@3.2.0"": ""3.2.0"",
    ""npm:decap-server@3.3.0"": ""3.3.0"",
    ""decap-server@3.2.0"": {
    ""decap-server@3.3.0"": {
    ""https://cdn.jsdelivr.net/gh/lumeland/lume@fac84cbe0a56780afcc69bc7ea8bc361d06138c3/deps/decap.ts"": ""6e36ca8d36070105a0b7e5a88bf2c33d88cf2ce776b8307f31defad58a507344"",
    ""https://cdn.jsdelivr.net/gh/lumeland/lume@fac84cbe0a56780afcc69bc7ea8bc361d06138c3/plugins/decap_cms.ts"": ""cebac8f1c658f5a56ffd9c8d9ef3b52ddf58cce981c95151e20822b2ade7f23c"",
    ""https://deno.land/x/lume@v3.0.4/deps/decap.ts"": ""cb86dbd1e260ac6559bdf1ced9e5eceea640aeca2752cecb52cc714fe802eecc"",
    ""https://deno.land/x/lume@v3.0.4/plugins/decap_cms.ts"": ""cebac8f1c658f5a56ffd9c8d9ef3b52ddf58cce981c95151e20822b2ade7f23c"",
```"
3186154219,765,Access to All Environment Variables Is Required,foster-hangdaan,06/29/2025 13:13:36 +00:00,06/29/2025 17:31:40 +00:00,06/29/2025 17:31:40 +00:00,bug,"### Version

3.0.4

### Platform

Linux

### What steps will reproduce the bug?

Running the development server using the following command:

```sh
deno run --allow-write='.' --allow-read='.' --allow-net='deno.land,cdn.deno.land,esm.sh,0.0.0.0:3000,localhost:3000,jsr.io,lumeland.github.io,code.hangdaan.com' --allow-import=code.hangdaan.com,deno.land,jsr.io,cdn.jsdelivr.net --allow-sys=networkInterfaces --allow-env=JSR_URL lume.ts -s
```

As well as building the site:

```sh
deno run --allow-write='.' --allow-read='.' --allow-net='deno.land,cdn.deno.land,esm.sh,0.0.0.0:3000,localhost:3000,jsr.io,lumeland.github.io,code.hangdaan.com' --allow-import=code.hangdaan.com,deno.land,jsr.io,cdn.jsdelivr.net --allow-sys=networkInterfaces --allow-env=JSR_URL lume.ts
```

### How often does it reproduce? Is there a required condition?

Everytime.

### What is the expected behavior?

To take advantage of Deno's security features, Lume should require the minimum amount of permissions. Building the site, and running the development server, should work **without** granting permission to all environment variables with the `--allow-env` flag.

### What do you see instead?

Lume will ask for permission to access all environment variables:

```
┏  Deno requests env access.
┠─ Requested by `Deno.permissions.request()` API.
┠─ To see a stack trace for this prompt, set the DENO_TRACE_PERMISSIONS environmental variable.
┠─ Learn more at: https://docs.deno.com/go/--allow-env
┠─ Run again with --allow-env to bypass this prompt.
┗ Allow? [y/n/A] (y = yes, allow; n = no, deny; A = allow all env permissions) >
```

Denying the access request results in an error:

```
x Denied env access.
Loading config file file:///home/user/projects/website/_config.ts
error: Uncaught (in promise) TypeError: Module not found ""https://deno.land/x/lume@v3.0.4/jsx-runtime"".
    at https://deno.land/x/lume@v3.0.4/deps/ssx.ts:1:33
    const mod = await import(url);
                ^
    at async createSite (https://deno.land/x/lume@v3.0.4/cli/utils.ts:26:17)
    at async buildSite (https://deno.land/x/lume@v3.0.4/cli/utils.ts:45:16)
```

### Additional information

- Deno Version: 2.2.13
- I'm updating from Lume 2.5.3 which did not require access to all environment variables.
- This issue can be reproduced using [my repo](https://code.hangdaan.com/foster/website/src/commit/a6d4271d898dcef0f324e2f2cb9489917fccdf9f).
- This seems to be a regression of #551."
3176676416,764,Change the default browser support to widely available browsers,oscarotero,06/25/2025 19:05:31 +00:00,06/26/2025 12:01:52 +00:00,06/26/2025 12:01:52 +00:00,,"This affects to esbuild, highlightcss, etc.
Use: https://www.npmjs.com/package/baseline-browser-mapping

```js
import { getCompatibleVersions } from ""npm:baseline-browser-mapping"";

const results = getCompatibleVersions({
  widelyAvailableOnDate: ""2025-06-21"",
})
```"
3146414071,763,Plugins that need a url(like sitemap or even metas) doesn't show the proper url.,C0dezin,06/14/2025 17:50:06 +00:00,06/14/2025 17:53:25 +00:00,06/14/2025 17:53:02 +00:00,bug,"### Version

Lume v3.0.4

### Platform

Linux(Arch linux)

### What steps will reproduce the bug?

If you use plugins like ""Metas"" or even ""Sitemap"", they need to fill out parts of the generated file with a url, like sitemap needs to fill `*url*/page1` for example. But they all fill localhost even if deployed on cloudflare pages for example.

That makes my Metas and my sitemap useless.

### How often does it reproduce? Is there a required condition?

_No response_

### What is the expected behavior?

_No response_

### What do you see instead?

![Image](https://github.com/user-attachments/assets/5ef2684b-0ebb-4b08-8325-3c6863184cae)

![Image](https://github.com/user-attachments/assets/ff3f2fc7-a430-4cb4-8f2a-1e2c3b223fdd)

![Image](https://github.com/user-attachments/assets/87f7c39d-9491-4309-86a0-664ec35e688e)

### Additional information

Sorry if i explained like shit"
3141491106,762,"Lume 3.0.3 breaks with deno 2.3.6, if using prism",RickCogley,06/12/2025 20:32:20 +00:00,06/25/2025 10:27:41 +00:00,06/25/2025 10:27:41 +00:00,bug,"### Version

`3.0.3`

### Platform

macOS

### What steps will reproduce the bug?

With https://github.com/eSolia/esolia-2025, 
If I upgrade to `deno 2.3.6`, I get an error related to prism, running `lume serve`:



### How often does it reproduce? Is there a required condition?

Seems consistent and it looks like it is choking on prism

### What is the expected behavior?

To not choke on prism ;-)

### What do you see instead?

The console error:

```
Task lume echo ""import 'lume/cli.ts'"" | deno run -A - ""-s""
Loading config file file:///Users/rcogley/dev/esolia-2025/_config.ts
Warning The following packages contained npm lifecycle scripts (preinstall/install/postinstall) that were not executed:
┠─ npm:@tailwindcss/oxide@4.1.10
┃
┠─ This may cause the packages to not work correctly.
┠─ Lifecycle scripts are only supported when using a `node_modules` directory.
┠─ Enable it in your deno config file:
┖─ ""nodeModulesDir"": ""auto""
error: Uncaught (in worker """") (in promise) ReferenceError: self is not defined
    at Object.<anonymous> (file:///Users/rcogley/Library/Caches/deno/npm/registry.npmjs.org/prismjs/1.30.0/prism.js:11:48)
    at Object.<anonymous> (file:///Users/rcogley/Library/Caches/deno/npm/registry.npmjs.org/prismjs/1.30.0/prism.js:1948:4)
    at Module._compile (node:module:747:34)
    at loadMaybeCjs (node:module:772:10)
    at Object.Module._extensions..js (node:module:757:12)
    at Module.load (node:module:664:32)
    at Module._load (node:module:536:12)
    at Module.require (node:module:683:19)
    at require (node:module:818:16)
    at file:///Users/rcogley/Library/Caches/deno/npm/registry.npmjs.org/prismjs/1.30.0/prism.js:7:17
error: Uncaught (in promise) Error: Unhandled error in child worker.
    at Worker.#pollControl (ext:runtime/11_workers.js:204:19)
    at eventLoopTick (ext:core/01_core.js:178:7)
user=2.47s system=1.04s cpu=7% total=49.363
```

### Additional information

Using `dvm` to switch back go to `deno 2.3.5`, after deleting the `_site` and `_cache` folders and `deno.lock`, trying again, it builds as before. "
3126825660,761,Sitemap plugin mangles already existing robots.txt file,tudurom,06/07/2025 10:23:28 +00:00,06/07/2025 21:21:57 +00:00,06/07/2025 21:21:03 +00:00,bug,"### Version

v3.0.2

### Platform

Linux amd64

### What steps will reproduce the bug?

1. Have a non-empty `robots.txt` file in your site's source directory.
   My `robots.txt`: https://github.com/user-attachments/files/20638190/robots.txt
2. Use the sitemap plugin in your config.
3. Go to `http://localhost:3000/robots.txt`.

### How often does it reproduce? Is there a required condition?

Every time I build the website.

### What is the expected behavior?

I would expect the generated `robots.txt` file to be the same as the one I have in my repository, plus the `Sitemap` directive at the end.

### What do you see instead?

The original contents seem to be replaced with a sequence of numbers that are probably the ASCII representation of each character in my original `robots.txt` file.

Generated `robots.txt`:

```
35,32,83,111,117,114,99,101,58,32,104,116,116,112,115,58,47,47,103,105,116,104,117,98,46,99,111,109,47,108,111,98,115,116,101,114,115,47,108,111,98,115,116,101,114,115,47,98,108,111,98,47,109,97,115,116,101,114,47,112,117,98,108,105,99,47,114,111,98,111,116,115,46,116,120,116,10,10,35,32,104,116,116,112,115,58,47,47,108,111,98,115,116,101,46,114,115,47,115,47,121,98,111,119,100,113,47,103,114,101,97,116,95,103,112,116,95,102,105,114,101,119,97,108,108,10,85,115,101,114,45,97,103,101,110,116,58,32,65,109,97,122,111,110,98,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,65,112,112,108,101,98,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,65,112,112,108,101,98,111,116,45,69,120,116,101,110,100,101,100,10,85,115,101,114,45,97,103,101,110,116,58,32,97,110,116,104,114,111,112,105,99,45,97,105,10,85,115,101,114,45,97,103,101,110,116,58,32,66,121,116,101,115,112,105,100,101,114,10,85,115,101,114,45,97,103,101,110,116,58,32,67,67,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,67,104,97,116,71,80,84,45,85,115,101,114,10,85,115,101,114,45,97,103,101,110,116,58,32,67,108,97,117,100,101,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,67,108,97,117,100,101,45,87,101,98,10,85,115,101,114,45,97,103,101,110,116,58,32,99,111,104,101,114,101,45,97,105,10,85,115,101,114,45,97,103,101,110,116,58,32,70,97,99,101,98,111,111,107,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,71,111,111,103,108,101,45,69,120,116,101,110,100,101,100,10,85,115,101,114,45,97,103,101,110,116,58,32,71,80,84,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,79,109,103,105,108,105,10,85,115,101,114,45,97,103,101,110,116,58,32,79,109,103,105,108,105,98,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,80,101,114,112,108,101,120,105,116,121,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,89,111,117,66,111,116,10,68,105,115,97,108,108,111,119,58,32,47,10,10,35,32,83,69,79,47,115,112,97,109,32,116,111,111,108,115,10,85,115,101,114,45,97,103,101,110,116,58,32,65,104,114,101,102,115,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,66,76,69,88,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,67,108,105,99,107,97,103,121,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,45,66,65,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,45,67,79,85,66,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,45,67,84,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,45,83,73,10,85,115,101,114,45,97,103,101,110,116,58,32,83,101,109,114,117,115,104,66,111,116,45,83,87,65,10,85,115,101,114,45,97,103,101,110,116,58,32,83,105,116,101,65,117,100,105,116,66,111,116,10,85,115,101,114,45,97,103,101,110,116,58,32,83,112,108,105,116,83,105,103,110,97,108,66,111,116,10,68,105,115,97,108,108,111,119,58,32,47,10
Sitemap: http://localhost:3000/sitemap.xml
```

### Additional information

_No response_"
3117459321,760,Add macos-15 to test matrix,Garciat,06/04/2025 11:15:46 +00:00,06/04/2025 19:40:34 +00:00,06/04/2025 19:38:12 +00:00,,"As I investigated #759, I found that `macos-latest` implies `macos-14`.

macOS 14.x  has an estimated less than 20% market share compared to macOS 15.x's 80%+.

Source: https://telemetrydeck.com/survey/apple/macOS/versions/"
